Title,Title_link,partial_entry,rev_wrap,Headline,Field1
Amazing lunch date,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585952079-By_CHLOE-London_England.html,"super sweet staff, really filling and delicious vegan food in an aesthetically pleasing and calm venue.",Date of visit: June 2018,Amazing lunch date,"super sweet staff, really filling and delicious vegan food in an aesthetically pleasing and calm venue."
FAB MEATBALL SUB,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585941442-By_CHLOE-London_England.html,"great foood, fab restaurant and lovely staff ! Definitely recommend coming here for some delicious Vegan food !",Date of visit: June 2018,FAB MEATBALL SUB,"great foood, fab restaurant and lovely staff ! Definitely recommend coming here for some delicious Vegan food !"
Amazing!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585939855-By_CHLOE-London_England.html,"So pleased to find somewhere that sells top quality vegan food at an affordable price.The service was excellent, and the staff were very warm and friendly. My only problem was deciding what to eat! As a vegan for over twenty years, I still find it...More",Date of visit: June 2018,Amazing!!,"So pleased to find somewhere that sells top quality vegan food at an affordable price.The service was excellent, and the staff were very warm and friendly. My only problem was deciding what to eat! As a vegan for over twenty years, I still find it a delight when I am able to eat out in such splendour. We'll be back again soon, and I will nab one of their super cool swinging chairs to sit in on my next visit"
"Great food, desserts look good",https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585824077-By_CHLOE-London_England.html,"The food was amazing, I had the Mac and cheese my friends ordered the cac burger. Good portion sizes and friendly staff. Would love to bring my family to try more on the menu.",Date of visit: June 2018,"Great food, desserts look good","The food was amazing, I had the Mac and cheese my friends ordered the cac burger. Good portion sizes and friendly staff. Would love to bring my family to try more on the menu."
Best vegan fish & chips!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585810196-By_CHLOE-London_England.html,"Lovely staff, quick service & amazing food. We tried the mac & ‘cheese’ which was delicious, and the best vegan fish & chips we’ve ever had! Also the interior decor is so fun.",>,Best vegan fish & chips!,"Lovely staff, quick service & amazing food. We tried the mac & ‘cheese’ which was delicious, and the best vegan fish & chips we’ve ever had! Also the interior decor is so fun."
AMAZING!!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585781925-By_CHLOE-London_England.html,"great service, great food, great atmosphere definately would recommend to anyone not just other vegans",Date of visit: June 2018,AMAZING!!!,"great service, great food, great atmosphere definately would recommend to anyone not just other vegans"
Trip to by Chloe!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585744789-By_CHLOE-London_England.html,amazing! Staff was informative and kind. I enjoyed the vegan alternatives very much. I highly recommend!!,Date of visit: June 2018,Trip to by Chloe!,amazing! Staff was informative and kind. I enjoyed the vegan alternatives very much. I highly recommend!!
First visit to vegan restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585639398-By_CHLOE-London_England.html,Was my very first time visiting a vegan restaurant after turning vegan. Upon arrival we were greeted by a friendly member of staff. I explained it was my very first time visiting a vegan restaurant. She made some recommendations. I decided to order The Guac...More,Date of visit: June 2018,First visit to vegan restaurant,Was my very first time visiting a vegan restaurant after turning vegan. Upon arrival we were greeted by a friendly member of staff. I explained it was my very first time visiting a vegan restaurant. She made some recommendations. I decided to order The Guac Burger and 50/50 fries (sweet potato and potatoes). The food was delicious! The atmosphere looked really nice and the decor was quite trendy. I decided to take a take out in the end as we couldn’t dine there as my colleague is allergic to nuts! The manager was very friendly and was very honest about possible cross contamination! Reason why I gave a 4 is because the waitress dealing with the orders gave my order to someone else and my order had to be remade! The manger was really nice and gave 2 free cookies!
,,,,,
Love this place,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585627877-By_CHLOE-London_England.html,I cane to this restaurant and was excited about the menu.The food was amazing! It’s made in a flavorful and healthy way. Aditya was very helpful and kind. He offered great customer service.,Date of visit: June 2018,Love this place,I cane to this restaurant and was excited about the menu.The food was amazing! It’s made in a flavorful and healthy way. Aditya was very helpful and kind. He offered great customer service.
Amazing food and service,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585627870-By_CHLOE-London_England.html,"After a long day exploring London, my friends and I were so hungry and couldn’t wait to eat. We found this restaurant on Happy Cow. The food was so good, especially the vegan Mac n’ cheese. We also had great and friendly service by a...More",Date of visit: June 2018,Amazing food and service,"After a long day exploring London, my friends and I were so hungry and couldn’t wait to eat. We found this restaurant on Happy Cow. The food was so good, especially the vegan Mac n’ cheese. We also had great and friendly service by a guy named Abitya! Would definitely recommend this place and come back again!"
Amazing!!!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585624349-By_CHLOE-London_England.html,"Delicious food and I am not even a vegan!! Amazing I want to try all the plates, Personal and service are really good. A must go",Date of visit: June 2018,Amazing!!!!,"Delicious food and I am not even a vegan!! Amazing I want to try all the plates, Personal and service are really good. A must go"
Mr,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585623727-By_CHLOE-London_England.html,"This food is the bang bang. We even got a free cookie for being polite. There is a super charming French/German lady on the till. Fresh, healthy and fast! Stay blessed Chloe",Date of visit: June 2018,Mr,"This food is the bang bang. We even got a free cookie for being polite. There is a super charming French/German lady on the till. Fresh, healthy and fast! Stay blessed Chloe"
Loved it,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585622338-By_CHLOE-London_England.html,Best vegan Mac and Cheese and Kale ceasar salad I’ve ever had! Super cheesy and the vegan bacon tasted super real! 100% worth a visit 😊,Date of visit: June 2018,Loved it,Best vegan Mac and Cheese and Kale ceasar salad I’ve ever had! Super cheesy and the vegan bacon tasted super real! 100% worth a visit
Karen,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585584311-By_CHLOE-London_England.html,By Chloe has amazing Kale Caesar salad! Highly recommended! They’ve also got really nice mac and cheese as well.,Date of visit: June 2018,Karen,By Chloe has amazing Kale Caesar salad! Highly recommended! They’ve also got really nice mac and cheese as well.
Great pesto meatball sub!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585584277-By_CHLOE-London_England.html,My friend has been raving about their vegan food! We ordered their pesto meatball sub and kale Caesar salad and they were amazing!,Date of visit: June 2018,Great pesto meatball sub!,My friend has been raving about their vegan food! We ordered their pesto meatball sub and kale Caesar salad and they were amazing!
Good atmosphere,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r585579467-By_CHLOE-London_England.html,"I'm vegan and it was my first time visiting the place - heard about it from other vegan friends.
Quick, efficient service and tasty food. Decent portion sizes, too!
Big plus for having paper straws and wooden cutlery.
A lot of nice cakes for desert...More",Date of visit: June 2018,Good atmosphere,"I'm vegan and it was my first time visiting the place - heard about it from other vegan friends.Quick, efficient service and tasty food. Decent portion sizes, too!Big plus for having paper straws and wooden cutlery.A lot of nice cakes for desert which is missing in many vegan eateries."
